User ID,Subscription Type,Monthly Revenue,Join Date,Last Payment Date,Country,Age,Gender,Device,Plan Duration,Average,Mean,Mode,Sum,Minimum,Maximum,Count,Median,Rand,Kurt,variations,basic,Standard,Premium,EVEN,Even count,COUNTIFS,Monthly revenue of basic,Monthly revenue of standard,Monthly revenue of Premium
606,Premium,14,13-06-2022,29-06-2023,Spain,50,Male,Tablet,1 Month,,,,,,,,,,,,,,,TRUE,,,,,
607,Standard,14,14-06-2022,27-06-2023,Spain,27,Female,Smart TV,1 Month,,,,,,,,,,,,,,,FALSE,,,,,
608,Basic,12,22-06-2022,28-06-2023,United States,48,Female,Smart TV,1 Month,,,,,,,,,,,,,,,TRUE,,,,,
609,Standard,14,03-07-2022,29-06-2023,Canada,50,Female,Smartphone,1 Month,,,,,,,,,,,,,,,TRUE,,,,,
610,Premium,13,05-07-2022,29-06-2023,United States,28,Female,Tablet,1 Month,,,,,,,,,,,,,,,TRUE,,,,,
611,Basic,15,11-07-2022,28-06-2023,United States,29,Female,Smartphone,1 Month,,,,,,,,,,,,,,,FALSE,,,,,
612,Premium,11,17-07-2022,27-06-2023,Canada,36,Male,Smart TV,1 Month,,,,,,,,,,,,,,,TRUE,,,,,
613,Standard,12,27-07-2022,28-06-2023,United Kingdom,51,Male,Laptop,1 Month,,,,,,,,,,,,,,,FALSE,,,,,
614,Basic,15,14-08-2022,28-06-2023,Australia,51,Male,Smartphone,1 Month,,,,,,,,,,,,,,,FALSE,,,,,
615,Standard,13,15-08-2022,27-06-2023,Germany,43,Male,Smart TV,1 Month,,,,,,,,,,,,,,,FALSE,,,,,
616,Premium,14,02-09-2022,27-06-2023,France,38,Female,Laptop,1 Month,,,,,,,,,,,,,,,TRUE,,,,,
617,Basic,11,05-09-2022,28-06-2023,Brazil,45,Female,Smartphone,1 Month,,,,,,,,,,,,,,,FALSE,,,,,
618,Standard,10,06-09-2022,28-06-2023,Mexico,28,Female,Smart TV,1 Month,,,,,,,,,,,,,,,TRUE,,,,,
619,Premium,11,06-09-2022,29-06-2023,Spain,27,Male,Smartphone,1 Month,,,,,,,,,,,,,,,FALSE,,,,,
620,Basic,11,05-09-2022,27-06-2023,Italy,41,Female,Smartphone,1 Month,,,,,,,,,,,,,,,FALSE,,,,,
621,Premium,14,06-09-2022,29-06-2023,Spain,49,Male,Smart TV,1 Month,,,,,,,,,,,,,,,FALSE,,,,,
622,Basic,12,29-08-2022,28-06-2023,Spain,35,Male,Smartphone,1 Month,,,,,,,,,,,,,,,FALSE,,,,,
623,Standard,13,30-08-2022,28-06-2023,United States,29,Female,Smart TV,1 Month,,,,,,,,,,,,,,,FALSE,,,,,
624,Standard,10,02-09-2022,30-06-2023,Canada,42,Male,Smartphone,1 Month,,,,,,,,,,,,,,,TRUE,,,,,
625,Basic,15,20-09-2022,28-06-2023,United States,33,Male,Tablet,1 Month,,,,,,,,,,,,,,,FALSE,,,,,
626,Premium,10,23-09-2022,30-06-2023,United States,30,Male,Laptop,1 Month,,,,,,,,,,,,,,,TRUE,,,,,
627,Basic,11,29-09-2022,29-06-2023,Canada,43,Female,Smart TV,1 Month,,,,,,,,,,,,,,,FALSE,,,,,
628,Standard,10,09-10-2022,01-07-2023,United Kingdom,42,Male,Smartphone,1 Month,,,,,,,,,,,,,,,TRUE,,,,,
629,Premium,11,12-10-2022,29-06-2023,Australia,39,Male,Tablet,1 Month,,,,,,,,,,,,,,,FALSE,,,,,
630,Basic,15,06-10-2022,30-06-2023,Germany,32,Female,Smart TV,1 Month,,,,,,,,,,,,,,,TRUE,,,,,
631,Premium,14,21-09-2022,28-06-2023,France,31,Male,Smartphone,1 Month,,,,,,,,,,,,,,,FALSE,,,,,
632,Basic,13,23-09-2022,01-07-2023,Brazil,39,Male,Smartphone,1 Month,,,,,,,,,,,,,,,FALSE,,,,,
633,Standard,12,28-09-2022,29-06-2023,Mexico,41,Female,Smartphone,1 Month,,,,,,,,,,,,,,,FALSE,,,,,
634,Standard,12,29-09-2022,29-06-2023,Spain,51,Female,Smart TV,1 Month,,,,,,,,,,,,,,,FALSE,,,,,
635,Basic,13,03-10-2022,27-06-2023,Italy,29,Male,Laptop,1 Month,,,,,,,,,,,,,,,FALSE,,,,,
636,Premium,10,28-10-2022,01-07-2023,Spain,33,Female,Smart TV,1 Month,,,,,,,,,,,,,,,FALSE,,,,,
637,Basic,12,14-11-2022,29-06-2023,Spain,51,Female,Tablet,1 Month,,,,,,,,,,,,,,,FALSE,,,,,
638,Standard,11,16-11-2022,01-07-2023,United States,38,Male,Tablet,1 Month,,,,,,,,,,,,,,,TRUE,,,,,
639,Premium,10,17-11-2022,28-06-2023,Canada,37,Female,Laptop,1 Month,,,,,,,,,,,,,,,FALSE,,,,,
640,Basic,13,20-11-2022,30-06-2023,United States,50,Female,Laptop,1 Month,,,,,,,,,,,,,,,TRUE,,,,,
641,Premium,12,21-11-2022,29-06-2023,United States,33,Male,Tablet,1 Month,,,,,,,,,,,,,,,FALSE,,,,,
642,Basic,11,19-11-2022,01-07-2023,Canada,27,Male,Laptop,1 Month,,,,,,,,,,,,,,,FALSE,,,,,
643,Standard,11,28-10-2022,27-06-2023,United Kingdom,50,Female,Smartphone,1 Month,,,,,,,,,,,,,,,TRUE,,,,,
644,Standard,15,27-10-2022,29-06-2023,Australia,47,Female,Laptop,1 Month,,,,,,,,,,,,,,,FALSE,,,,,
645,Basic,13,27-10-2022,29-06-2023,Germany,41,Male,Laptop,1 Month,,,,,,,,,,,,,,,FALSE,,,,,
646,Premium,10,27-10-2022,30-06-2023,France,49,Female,Laptop,1 Month,,,,,,,,,,,,,,,FALSE,,,,,
647,Basic,15,25-10-2022,28-06-2023,Brazil,32,Male,Smart TV,1 Month,,,,,,,,,,,,,,,TRUE,,,,,
648,Standard,10,17-10-2022,28-06-2023,Mexico,38,Female,Smartphone,1 Month,,,,,,,,,,,,,,,TRUE,,,,,
649,Premium,14,20-08-2022,29-06-2023,Spain,38,Female,Smartphone,1 Month,,,,,,,,,,,,,,,TRUE,,,,,
650,Basic,15,16-08-2022,29-06-2023,Italy,28,Female,Smart TV,1 Month,,,,,,,,,,,,,,,TRUE,,,,,
651,Premium,13,15-08-2022,29-06-2023,Spain,31,Male,Tablet,1 Month,,,,,,,,,,,,,,,FALSE,,,,,
652,Basic,14,15-08-2022,29-06-2023,Spain,39,Female,Smartphone,1 Month,,,,,,,,,,,,,,,FALSE,,,,,
653,Standard,11,29-07-2022,29-06-2023,United States,28,Female,Smartphone,1 Month,,,,,,,,,,,,,,,TRUE,,,,,
654,Standard,12,17-07-2022,28-06-2023,Canada,30,Female,Smartphone,1 Month,,,,,,,,,,,,,,,TRUE,,,,,
655,Basic,11,26-07-2022,29-06-2023,United States,42,Male,Tablet,1 Month,,,,,,,,,,,,,,,TRUE,,,,,
656,Premium,14,31-07-2022,29-06-2023,United States,33,Female,Laptop,1 Month,,,,,,,,,,,,,,,FALSE,,,,,
657,Basic,14,03-08-2022,29-06-2023,Canada,34,Female,Smart TV,1 Month,,,,,,,,,,,,,,,TRUE,,,,,
658,Standard,13,04-08-2022,29-06-2023,United Kingdom,49,Female,Smart TV,1 Month,,,,,,,,,,,,,,,FALSE,,,,,
659,Premium,13,03-08-2022,29-06-2023,Australia,41,Male,Laptop,1 Month,,,,,,,,,,,,,,,FALSE,,,,,
660,Basic,12,27-06-2022,29-06-2023,Germany,28,Male,Smart TV,1 Month,,,,,,,,,,,,,,,TRUE,,,,,
661,Premium,14,27-06-2022,28-06-2023,France,49,Female,Laptop,1 Month,,,,,,,,,,,,,,,FALSE,,,,,
662,Basic,15,15-06-2022,29-06-2023,Brazil,49,Male,Tablet,1 Month,,,,,,,,,,,,,,,FALSE,,,,,
663,Standard,11,13-06-2022,29-06-2023,Mexico,36,Male,Tablet,1 Month,,,,,,,,,,,,,,,TRUE,,,,,
664,Standard,11,12-06-2022,30-06-2023,Spain,31,Male,Smart TV,1 Month,,,,,,,,,,,,,,,FALSE,,,,,
665,Basic,10,18-06-2022,28-06-2023,Italy,38,Male,Smartphone,1 Month,,,,,,,,,,,,,,,TRUE,,,,,
666,Premium,15,26-06-2022,29-06-2023,Spain,34,Female,Tablet,1 Month,,,,,,,,,,,,,,,TRUE,,,,,
667,Basic,11,30-06-2022,30-06-2023,Spain,51,Female,Smartphone,1 Month,,,,,,,,,,,,,,,FALSE,,,,,
668,Standard,13,03-07-2022,30-06-2023,United States,49,Male,Smart TV,1 Month,,,,,,,,,,,,,,,FALSE,,,,,
669,Premium,13,19-06-2022,28-06-2023,Canada,27,Female,Tablet,1 Month,,,,,,,,,,,,,,,FALSE,,,,,
670,Basic,10,08-06-2022,29-06-2023,United States,38,Male,Smart TV,1 Month,,,,,,,,,,,,,,,TRUE,,,,,
671,Basic,10,08-06-2022,30-06-2023,United States,51,Male,Tablet,1 Month,,,,,,,,,,,,,,,FALSE,,,,,
672,Basic,14,09-06-2022,30-06-2023,Canada,47,Female,Tablet,1 Month,,,,,,,,,,,,,,,FALSE,,,,,
673,Standard,15,09-06-2022,27-06-2023,United Kingdom,37,Male,Smartphone,1 Month,,,,,,,,,,,,,,,FALSE,,,,,
674,Premium,13,10-06-2022,28-06-2023,Australia,37,Female,Laptop,1 Month,,,,,,,,,,,,,,,FALSE,,,,,
675,Basic,11,11-06-2022,29-06-2023,Germany,39,Female,Tablet,1 Month,,,,,,,,,,,,,,,FALSE,,,,,
676,Basic,11,13-06-2022,29-06-2023,France,31,Male,Smartphone,1 Month,,,,,,,,,,,,,,,FALSE,,,,,
677,Premium,13,17-06-2022,28-06-2023,Brazil,36,Male,Smart TV,1 Month,,,,,,,,,,,,,,,TRUE,,,,,
678,Standard,15,27-06-2022,28-06-2023,Mexico,42,Female,Smart TV,1 Month,,,,,,,,,,,,,,,TRUE,,,,,
679,Standard,11,05-07-2022,29-06-2023,Spain,49,Male,Laptop,1 Month,,,,,,,,,,,,,,,FALSE,,,,,
680,Basic,15,07-07-2022,29-06-2023,Italy,44,Female,Laptop,1 Month,,,,,,,,,,,,,,,TRUE,,,,,
681,Premium,11,16-07-2022,28-06-2023,Spain,33,Male,Laptop,1 Month,,,,,,,,,,,,,,,FALSE,,,,,
682,Standard,11,23-07-2022,27-06-2023,Spain,42,Male,Tablet,1 Month,,,,,,,,,,,,,,,TRUE,,,,,
683,Basic,13,03-08-2022,29-06-2023,United States,39,Male,Smartphone,1 Month,,,,,,,,,,,,,,,FALSE,,,,,
684,Standard,10,11-08-2022,29-06-2023,Canada,49,Male,Smartphone,1 Month,,,,,,,,,,,,,,,FALSE,,,,,
685,Premium,12,15-08-2022,30-06-2023,United States,31,Male,Smartphone,1 Month,,,,,,,,,,,,,,,FALSE,,,,,
686,Basic,14,18-08-2022,28-06-2023,United States,37,Male,Tablet,1 Month,,,,,,,,,,,,,,,FALSE,,,,,
687,Premium,13,26-08-2022,29-06-2023,Canada,30,Female,Tablet,1 Month,,,,,,,,,,,,,,,TRUE,,,,,
688,Standard,10,03-09-2022,28-06-2023,United Kingdom,42,Male,Smartphone,1 Month,,,,,,,,,,,,,,,TRUE,,,,,
689,Basic,15,04-09-2022,29-06-2023,Australia,37,Female,Smart TV,1 Month,,,,,,,,,,,,,,,FALSE,,,,,
690,Standard,15,05-09-2022,30-06-2023,Germany,36,Male,Laptop,1 Month,,,,,,,,,,,,,,,TRUE,,,,,
691,Premium,11,01-09-2022,29-06-2023,France,28,Female,Laptop,1 Month,,,,,,,,,,,,,,,TRUE,,,,,
692,Basic,15,31-08-2022,30-06-2023,Brazil,36,Male,Tablet,1 Month,,,,,,,,,,,,,,,TRUE,,,,,
693,Standard,14,01-09-2022,29-06-2023,Mexico,31,Female,Tablet,1 Month,,,,,,,,,,,,,,,FALSE,,,,,
694,Premium,14,17-09-2022,01-07-2023,Spain,46,Male,Smart TV,1 Month,,,,,,,,,,,,,,,TRUE,,,,,
695,Basic,13,21-09-2022,28-06-2023,Italy,28,Male,Laptop,1 Month,,,,,,,,,,,,,,,TRUE,,,,,
696,Premium,15,29-09-2022,01-07-2023,Spain,31,Male,Tablet,1 Month,,,,,,,,,,,,,,,FALSE,,,,,
697,Basic,12,06-10-2022,29-06-2023,Spain,43,Male,Smart TV,1 Month,,,,,,,,,,,,,,,FALSE,,,,,
698,Standard,10,12-10-2022,02-07-2023,United States,28,Male,Laptop,1 Month,,,,,,,,,,,,,,,TRUE,,,,,
699,Standard,13,07-10-2022,30-06-2023,Canada,32,Female,Smartphone,1 Month,,,,,,,,,,,,,,,TRUE,,,,,
700,Basic,12,04-10-2022,30-06-2023,United States,31,Female,Laptop,1 Month,,,,,,,,,,,,,,,FALSE,,,,,
701,Premium,11,24-09-2022,28-06-2023,United States,45,Male,Smart TV,1 Month,,,,,,,,,,,,,,,FALSE,,,,,
702,Basic,14,25-09-2022,01-07-2023,Canada,36,Male,Smartphone,1 Month,,,,,,,,,,,,,,,TRUE,,,,,
703,Standard,14,27-09-2022,30-06-2023,United Kingdom,35,Male,Laptop,1 Month,,,,,,,,,,,,,,,FALSE,,,,,
704,Premium,13,30-09-2022,01-07-2023,Australia,27,Female,Tablet,1 Month,,,,,,,,,,,,,,,FALSE,,,,,
705,Basic,13,04-10-2022,28-06-2023,Germany,32,Male,Laptop,1 Month,,,,,,,,,,,,,,,TRUE,,,,,
706,Premium,12,24-10-2022,01-07-2023,France,46,Female,Smartphone,1 Month,,,,,,,,,,,,,,,TRUE,,,,,
707,Basic,12,28-10-2022,30-06-2023,Brazil,36,Male,Smart TV,1 Month,,,,,,,,,,,,,,,TRUE,,,,,
708,Standard,13,02-11-2022,01-07-2023,Mexico,39,Male,Laptop,1 Month,,,,,,,,,,,,,,,FALSE,,,,,
709,Standard,12,07-11-2022,28-06-2023,Spain,48,Female,Smart TV,1 Month,,,,,,,,,,,,,,,TRUE,,,,,
710,Basic,10,10-11-2022,30-06-2023,Italy,48,Female,Smart TV,1 Month,,,,,,,,,,,,,,,TRUE,,,,,
711,Premium,14,15-11-2022,29-06-2023,Spain,27,Female,Laptop,1 Month,,,,,,,,,,,,,,,FALSE,,,,,
712,Basic,13,08-11-2022,01-07-2023,Spain,45,Male,Tablet,1 Month,,,,,,,,,,,,,,,FALSE,,,,,
713,Standard,10,01-11-2022,27-06-2023,United States,30,Male,Laptop,1 Month,,,,,,,,,,,,,,,TRUE,,,,,
714,Premium,15,30-10-2022,29-06-2023,Canada,29,Male,Tablet,1 Month,,,,,,,,,,,,,,,FALSE,,,,,
715,Basic,12,28-10-2022,29-06-2023,United States,43,Female,Laptop,1 Month,,,,,,,,,,,,,,,FALSE,,,,,
716,Premium,10,26-10-2022,30-06-2023,United States,43,Male,Laptop,1 Month,,,,,,,,,,,,,,,FALSE,,,,,
717,Basic,15,18-10-2022,29-06-2023,Canada,39,Female,Tablet,1 Month,,,,,,,,,,,,,,,FALSE,,,,,
718,Standard,14,30-09-2022,30-06-2023,United Kingdom,27,Male,Tablet,1 Month,,,,,,,,,,,,,,,FALSE,,,,,
719,Standard,10,03-09-2022,29-06-2023,Australia,33,Female,Tablet,1 Month,,,,,,,,,,,,,,,FALSE,,,,,
720,Basic,10,23-08-2022,29-06-2023,Germany,32,Female,Tablet,1 Month,,,,,,,,,,,,,,,TRUE,,,,,
721,Premium,10,16-08-2022,29-06-2023,France,37,Female,Tablet,1 Month,,,,,,,,,,,,,,,FALSE,,,,,
722,Basic,13,11-08-2022,30-06-2023,Brazil,45,Male,Smartphone,1 Month,,,,,,,,,,,,,,,FALSE,,,,,
723,Standard,10,01-08-2022,30-06-2023,Mexico,40,Female,Smartphone,1 Month,,,,,,,,,,,,,,,TRUE,,,,,
724,Premium,14,01-08-2022,29-06-2023,Spain,44,Male,Laptop,1 Month,,,,,,,,,,,,,,,TRUE,,,,,
725,Basic,12,01-08-2022,29-06-2023,Italy,29,Female,Tablet,1 Month,,,,,,,,,,,,,,,FALSE,,,,,
726,Premium,14,02-08-2022,30-06-2023,Spain,50,Male,Laptop,1 Month,,,,,,,,,,,,,,,TRUE,,,,,
727,Basic,11,04-08-2022,29-06-2023,Spain,32,Female,Laptop,1 Month,,,,,,,,,,,,,,,TRUE,,,,,
728,Standard,14,04-08-2022,29-06-2023,United States,39,Male,Laptop,1 Month,,,,,,,,,,,,,,,FALSE,,,,,
729,Standard,15,07-07-2022,30-06-2023,Canada,43,Female,Smartphone,1 Month,,,,,,,,,,,,,,,FALSE,,,,,
730,Basic,12,27-06-2022,30-06-2023,United States,49,Female,Smartphone,1 Month,,,,,,,,,,,,,,,FALSE,,,,,
731,Premium,13,19-06-2022,29-06-2023,United States,30,Male,Tablet,1 Month,,,,,,,,,,,,,,,TRUE,,,,,
732,Basic,12,19-06-2022,29-06-2023,Canada,47,Male,Tablet,1 Month,,,,,,,,,,,,,,,FALSE,,,,,
733,Standard,10,18-06-2022,29-06-2023,United Kingdom,51,Female,Laptop,1 Month,,,,,,,,,,,,,,,FALSE,,,,,
734,Premium,14,19-06-2022,30-06-2023,Australia,40,Male,Tablet,1 Month,,,,,,,,,,,,,,,TRUE,,,,,
735,Basic,14,24-06-2022,28-06-2023,Germany,40,Male,Laptop,1 Month,,,,,,,,,,,,,,,TRUE,,,,,
736,Premium,11,30-06-2022,30-06-2023,France,49,Male,Smartphone,1 Month,,,,,,,,,,,,,,,FALSE,,,,,
737,Basic,15,02-07-2022,30-06-2023,Brazil,43,Female,Tablet,1 Month,,,,,,,,,,,,,,,FALSE,,,,,
738,Standard,14,26-06-2022,01-07-2023,Mexico,44,Female,Smartphone,1 Month,,,,,,,,,,,,,,,TRUE,,,,,
739,Standard,13,21-06-2022,28-06-2023,Spain,27,Male,Smartphone,1 Month,,,,,,,,,,,,,,,FALSE,,,,,
740,Basic,14,16-06-2022,29-06-2023,Italy,30,Male,Tablet,1 Month,,,,,,,,,,,,,,,TRUE,,,,,
741,Premium,14,09-06-2022,30-06-2023,Spain,47,Male,Smart TV,1 Month,,,,,,,,,,,,,,,FALSE,,,,,
742,Basic,13,10-06-2022,30-06-2023,Spain,51,Male,Smartphone,1 Month,,,,,,,,,,,,,,,FALSE,,,,,
743,Standard,15,10-06-2022,28-06-2023,United States,31,Female,Laptop,1 Month,,,,,,,,,,,,,,,FALSE,,,,,
744,Premium,13,11-06-2022,29-06-2023,Canada,34,Female,Tablet,1 Month,,,,,,,,,,,,,,,TRUE,,,,,
745,Basic,11,12-06-2022,30-06-2023,United States,28,Female,Laptop,1 Month,,,,,,,,,,,,,,,TRUE,,,,,
746,Basic,15,15-06-2022,30-06-2023,United States,32,Male,Smartphone,1 Month,,,,,,,,,,,,,,,TRUE,,,,,
747,Basic,11,25-06-2022,29-06-2023,Canada,41,Male,Smart TV,1 Month,,,,,,,,,,,,,,,FALSE,,,,,
748,Standard,13,30-06-2022,28-06-2023,United Kingdom,40,Male,Smart TV,1 Month,,,,,,,,,,,,,,,TRUE,,,,,
749,Premium,12,06-07-2022,30-06-2023,Australia,46,Male,Smart TV,1 Month,,,,,,,,,,,,,,,TRUE,,,,,
750,Basic,13,09-07-2022,29-06-2023,Germany,47,Male,Smart TV,1 Month,,,,,,,,,,,,,,,FALSE,,,,,
751,Basic,14,18-07-2022,29-06-2023,France,45,Female,Laptop,1 Month,,,,,,,,,,,,,,,FALSE,,,,,
752,Premium,10,24-07-2022,28-06-2023,Brazil,28,Female,Smartphone,1 Month,,,,,,,,,,,,,,,TRUE,,,,,
753,Standard,12,27-07-2022,30-06-2023,Mexico,43,Female,Smartphone,1 Month,,,,,,,,,,,,,,,FALSE,,,,,
754,Standard,11,10-08-2022,29-06-2023,Spain,41,Male,Laptop,1 Month,,,,,,,,,,,,,,,FALSE,,,,,
755,Basic,13,16-08-2022,30-06-2023,Italy,32,Male,Tablet,1 Month,,,,,,,,,,,,,,,TRUE,,,,,
756,Premium,14,23-08-2022,29-06-2023,Spain,44,Female,Smartphone,1 Month,,,,,,,,,,,,,,,TRUE,,,,,
757,Standard,11,03-09-2022,30-06-2023,Spain,32,Male,Laptop,1 Month,,,,,,,,,,,,,,,TRUE,,,,,
758,Basic,12,04-09-2022,29-06-2023,United States,47,Male,Laptop,1 Month,,,,,,,,,,,,,,,FALSE,,,,,
759,Standard,14,05-09-2022,29-06-2023,Canada,37,Male,Smart TV,1 Month,,,,,,,,,,,,,,,FALSE,,,,,
760,Premium,13,04-09-2022,01-07-2023,United States,40,Female,Smartphone,1 Month,,,,,,,,,,,,,,,TRUE,,,,,
761,Basic,11,31-08-2022,29-06-2023,United States,48,Female,Smart TV,1 Month,,,,,,,,,,,,,,,TRUE,,,,,
762,Premium,10,01-09-2022,02-07-2023,Canada,48,Male,Laptop,1 Month,,,,,,,,,,,,,,,TRUE,,,,,
763,Standard,10,15-09-2022,29-06-2023,United Kingdom,35,Male,Laptop,1 Month,,,,,,,,,,,,,,,FALSE,,,,,
764,Basic,15,18-09-2022,03-07-2023,Australia,28,Male,Smart TV,1 Month,,,,,,,,,,,,,,,TRUE,,,,,
765,Standard,11,28-09-2022,29-06-2023,Germany,35,Female,Smart TV,1 Month,,,,,,,,,,,,,,,FALSE,,,,,
766,Premium,13,30-09-2022,01-07-2023,France,43,Male,Smartphone,1 Month,,,,,,,,,,,,,,,FALSE,,,,,
767,Basic,15,07-10-2022,29-06-2023,Brazil,39,Male,Laptop,1 Month,,,,,,,,,,,,,,,FALSE,,,,,
768,Standard,10,08-10-2022,02-07-2023,Mexico,38,Female,Laptop,1 Month,,,,,,,,,,,,,,,TRUE,,,,,
769,Premium,14,08-10-2022,30-06-2023,Spain,36,Female,Smart TV,1 Month,,,,,,,,,,,,,,,TRUE,,,,,
770,Basic,11,03-10-2022,01-07-2023,Italy,42,Female,Laptop,1 Month,,,,,,,,,,,,,,,TRUE,,,,,
771,Premium,14,04-10-2022,28-06-2023,Spain,27,Male,Tablet,1 Month,,,,,,,,,,,,,,,FALSE,,,,,
772,Basic,12,02-10-2022,01-07-2023,Spain,48,Male,Laptop,1 Month,,,,,,,,,,,,,,,TRUE,,,,,
773,Standard,13,01-10-2022,30-06-2023,United States,27,Female,Smart TV,1 Month,,,,,,,,,,,,,,,FALSE,,,,,
774,Standard,15,03-10-2022,02-07-2023,Canada,49,Male,Smartphone,1 Month,,,,,,,,,,,,,,,FALSE,,,,,
775,Basic,11,20-10-2022,28-06-2023,United States,29,Male,Tablet,1 Month,,,,,,,,,,,,,,,FALSE,,,,,
776,Premium,11,21-10-2022,01-07-2023,United States,44,Male,Laptop,1 Month,,,,,,,,,,,,,,,TRUE,,,,,
777,Basic,11,28-10-2022,30-06-2023,Canada,31,Male,Smartphone,1 Month,,,,,,,,,,,,,,,FALSE,,,,,
778,Standard,13,03-11-2022,01-07-2023,United Kingdom,33,Male,Tablet,1 Month,,,,,,,,,,,,,,,FALSE,,,,,
779,Premium,10,07-11-2022,28-06-2023,Australia,36,Female,Smart TV,1 Month,,,,,,,,,,,,,,,TRUE,,,,,
780,Basic,15,12-11-2022,30-06-2023,Germany,43,Female,Laptop,1 Month,,,,,,,,,,,,,,,FALSE,,,,,
781,Premium,14,13-11-2022,29-06-2023,France,30,Female,Smartphone,1 Month,,,,,,,,,,,,,,,TRUE,,,,,
782,Basic,13,02-11-2022,01-07-2023,Brazil,44,Female,Laptop,1 Month,,,,,,,,,,,,,,,TRUE,,,,,
783,Standard,13,01-11-2022,29-06-2023,Mexico,37,Female,Laptop,1 Month,,,,,,,,,,,,,,,FALSE,,,,,
784,Standard,14,31-10-2022,30-06-2023,Spain,27,Male,Laptop,1 Month,,,,,,,,,,,,,,,FALSE,,,,,
785,Basic,12,28-10-2022,29-06-2023,Italy,35,Female,Laptop,1 Month,,,,,,,,,,,,,,,FALSE,,,,,
786,Premium,13,24-10-2022,30-06-2023,Spain,32,Male,Smart TV,1 Month,,,,,,,,,,,,,,,TRUE,,,,,
787,Basic,12,03-10-2022,29-06-2023,Spain,49,Female,Laptop,1 Month,,,,,,,,,,,,,,,FALSE,,,,,
788,Standard,12,13-09-2022,30-06-2023,United States,45,Female,Tablet,1 Month,,,,,,,,,,,,,,,FALSE,,,,,
789,Premium,11,02-09-2022,30-06-2023,Canada,33,Female,Smartphone,1 Month,,,,,,,,,,,,,,,FALSE,,,,,
790,Basic,14,30-08-2022,30-06-2023,United States,37,Female,Smartphone,1 Month,,,,,,,,,,,,,,,FALSE,,,,,
791,Premium,15,25-08-2022,30-06-2023,United States,29,Male,Smartphone,1 Month,,,,,,,,,,,,,,,FALSE,,,,,
792,Basic,12,11-08-2022,30-06-2023,Canada,45,Male,Smart TV,1 Month,,,,,,,,,,,,,,,FALSE,,,,,
793,Standard,11,05-08-2022,30-06-2023,United Kingdom,42,Female,Smartphone,1 Month,,,,,,,,,,,,,,,TRUE,,,,,
794,Standard,12,02-08-2022,30-06-2023,Australia,32,Female,Smart TV,1 Month,,,,,,,,,,,,,,,TRUE,,,,,
795,Basic,11,03-08-2022,01-07-2023,Germany,47,Male,Smartphone,1 Month,,,,,,,,,,,,,,,FALSE,,,,,
796,Premium,12,04-08-2022,01-07-2023,France,27,Male,Smart TV,1 Month,,,,,,,,,,,,,,,FALSE,,,,,
797,Basic,10,05-08-2022,30-06-2023,Brazil,35,Male,Tablet,1 Month,,,,,,,,,,,,,,,FALSE,,,,,
798,Standard,15,12-07-2022,30-06-2023,Mexico,35,Male,Laptop,1 Month,,,,,,,,,,,,,,,FALSE,,,,,
799,Premium,10,02-07-2022,30-06-2023,Spain,48,Male,Tablet,1 Month,,,,,,,,,,,,,,,TRUE,,,,,
800,Basic,12,26-06-2022,30-06-2023,Italy,36,Male,Smartphone,1 Month,,,,,,,,,,,,,,,TRUE,,,,,
801,Premium,10,22-06-2022,29-06-2023,Spain,46,Male,Smartphone,1 Month,,,,,,,,,,,,,,,TRUE,,,,,
802,Basic,13,22-06-2022,30-06-2023,Spain,33,Female,Smartphone,1 Month,,,,,,,,,,,,,,,FALSE,,,,,
803,Standard,14,19-06-2022,01-07-2023,United States,43,Male,Smart TV,1 Month,,,,,,,,,,,,,,,FALSE,,,,,
804,Standard,14,22-06-2022,02-07-2023,Canada,47,Female,Smartphone,1 Month,,,,,,,,,,,,,,,FALSE,,,,,
805,Basic,15,27-06-2022,28-06-2023,United States,39,Female,Laptop,1 Month,,,,,,,,,,,,,,,FALSE,,,,,
806,Premium,15,01-07-2022,30-06-2023,United States,30,Female,Laptop,1 Month,,,,,,,,,,,,,,,TRUE,,,,,
807,Basic,11,28-06-2022,30-06-2023,Canada,46,Male,Tablet,1 Month,,,,,,,,,,,,,,,TRUE,,,,,
808,Standard,13,25-06-2022,01-07-2023,United Kingdom,39,Male,Smart TV,1 Month,,,,,,,,,,,,,,,FALSE,,,,,
809,Premium,10,22-06-2022,28-06-2023,Australia,28,Male,Smartphone,1 Month,,,,,,,,,,,,,,,TRUE,,,,,
810,Basic,13,09-06-2022,29-06-2023,Germany,38,Male,Smartphone,1 Month,,,,,,,,,,,,,,,TRUE,,,,,
811,Premium,13,10-06-2022,30-06-2023,France,36,Male,Laptop,1 Month,,,,,,,,,,,,,,,TRUE,,,,,
812,Basic,15,11-06-2022,01-07-2023,Brazil,33,Male,Laptop,1 Month,,,,,,,,,,,,,,,FALSE,,,,,
813,Standard,10,11-06-2022,28-06-2023,Mexico,50,Male,Smartphone,1 Month,,,,,,,,,,,,,,,TRUE,,,,,
814,Standard,10,12-06-2022,29-06-2023,Spain,38,Male,Smartphone,1 Month,,,,,,,,,,,,,,,TRUE,,,,,
815,Basic,15,13-06-2022,30-06-2023,Italy,29,Male,Smartphone,1 Month,,,,,,,,,,,,,,,FALSE,,,,,
816,Premium,15,18-06-2022,30-06-2023,Spain,47,Female,Smart TV,1 Month,,,,,,,,,,,,,,,FALSE,,,,,
